범죄별,검거단서별,2016 년,2017 년,2018 년,2019 년,2020 년
도로교통법,안면식별,0,0,0,0,0
도로교통법,감식자료,1,0,1,0,1
도로교통법,변사체,6,4,10,5,5
도로교통법,범죄수법,1,0,1,0,1
도로교통법,발자국,0,0,0,0,0
도로교통법,검사지휘,1,2,6,1,2
도로교통법,타기관에서 이송,24,62,23,48,43
도로교통법,범행도구등 발견,0,0,1,0,0
도로교통법,장물,1,0,0,0,0
도로교통법,전과조회,0,0,0,2,0
도로교통법,기타,2814,3519,3338,3465,2959
도로교통법(무면허운전),현행범,2541,1228,723,645,554
도로교통법(무면허운전),피해자신고,3575,3496,2919,2720,2585
도로교통법(무면허운전),고소,15,5,3,5,13
도로교통법(무면허운전),고발,38,33,61,36,27
도로교통법(무면허운전),자수,108,138,108,135,155
도로교통법(무면허운전),민간체포,0,0,1,1,2
도로교통법(무면허운전),진정투서,14,17,10,8,12
도로교통법(무면허운전),타인신고,2347,2675,2903,3185,3476
도로교통법(무면허운전),신문,7,3,3,7,3
도로교통법(무면허운전),불심검문,50168,33996,13790,12623,10385
도로교통법(무면허운전),탐문정보,254,224,99,153,139
도로교통법(무면허운전),안면식별,3,0,0,0,0
도로교통법(무면허운전),감식자료,1,1,1,2,0
도로교통법(무면허운전),변사체,3,0,3,4,1
도로교통법(무면허운전),범죄수법,1,0,1,2,0
도로교통법(무면허운전),발자국,0,0,0,0,0
도로교통법(무면허운전),검사지휘,4,1,1,4,5
도로교통법(무면허운전),타기관에서 이송,53,27,34,33,28
도로교통법(무면허운전),범행도구등 발견,0,1,0,0,0
도로교통법(무면허운전),장물,0,0,1,0,0
도로교통법(무면허운전),전과조회,2,1,0,2,2
도로교통법(무면허운전),기타,7171,5090,3595,3821,3732
도로교통법(사고후미조치),현행범,100,72,56,28,34
도로교통법(사고후미조치),피해자신고,38876,20644,7142,5826,5454
도로교통법(사고후미조치),고소,9,3,8,2,5
도로교통법(사고후미조치),고발,5,0,0,2,4
도로교통법(사고후미조치),자수,230,149,131,102,82
도로교통법(사고후미조치),민간체포,1,2,0,0,3
도로교통법(사고후미조치),진정투서,1,2,0,1,1
도로교통법(사고후미조치),타인신고,2723,2183,2041,1693,1920
도로교통법(사고후미조치),신문,5,0,0,2,1
도로교통법(사고후미조치),불심검문,582,362,107,67,84
도로교통법(사고후미조치),탐문정보,933,583,246,185,118
도로교통법(사고후미조치),안면식별,3,0,0,0,0
도로교통법(사고후미조치),감식자료,9,3,4,2,1
도로교통법(사고후미조치),변사체,0,0,0,1,0
도로교통법(사고후미조치),범죄수법,10,0,0,0,0
도로교통법(사고후미조치),발자국,0,0,1,0,0
도로교통법(사고후미조치),검사지휘,0,0,3,4,3
도로교통법(사고후미조치),타기관에서 이송,3,5,1,4,0
도로교통법(사고후미조치),범행도구등 발견,5,7,5,4,2
도로교통법(사고후미조치),장물,0,0,0,0,0
도로교통법(사고후미조치),전과조회,0,0,0,0,0
도로교통법(사고후미조치),기타,4444,2427,1362,1234,1188
도로교통법(음주운전),현행범,3978,2870,3470,2533,1666
도로교통법(음주운전),피해자신고,20360,18978,15876,11081,11448
도로교통법(음주운전),고소,17,9,20,9,9
도로교통법(음주운전),고발,20,15,59,44,38
도로교통법(음주운전),자수,483,516,519,459,523
도로교통법(음주운전),민간체포,2,3,2,5,3
도로교통법(음주운전),진정투서,11,11,5,0,2
도로교통법(음주운전),타인신고,23631,25125,28887,26737,35626
도로교통법(음주운전),신문,5,5,2,13,20
도로교통법(음주운전),불심검문,129896,111186,73376,50461,30041
도로교통법(음주운전),탐문정보,334,408,158,196,253
도로교통법(음주운전),안면식별,4,3,4,3,2
도로교통법(음주운전),감식자료,10,5,0,0,0
도로교통법(음주운전),변사체,4,4,5,4,1
도로교통법(음주운전),범죄수법,5,3,7,2,3
도로교통법(음주운전),발자국,0,1,0,0,0
도로교통법(음주운전),검사지휘,5,5,8,5,5
도로교통법(음주운전),타기관에서 이송,62,26,34,43,30
도로교통법(음주운전),범행도구등 발견,0,2,1,1,0
도로교통법(음주운전),장물,0,0,0,0,0
도로교통법(음주운전),전과조회,0,1,1,1,3
도로교통법(음주운전),기타,22779,18893,17703,15378,15604
도로교통법(음주측정거부),현행범,302,330,381,300,300
도로교통법(음주측정거부),피해자신고,264,311,230,205,209
도로교통법(음주측정거부),고소,1,0,0,0,0
도로교통법(음주측정거부),고발,0,0,1,1,2
도로교통법(음주측정거부),자수,6,8,2,4,7
도로교통법(음주측정거부),민간체포,0,1,1,1,1
도로교통법(음주측정거부),진정투서,0,0,1,0,0
도로교통법(음주측정거부),타인신고,963,1075,1339,1327,1599
도로교통법(음주측정거부),신문,0,0,0,0,1
도로교통법(음주측정거부),불심검문,761,779,642,464,374
도로교통법(음주측정거부),탐문정보,4,6,2,1,7
도로교통법(음주측정거부),안면식별,0,0,0,0,0
도로교통법(음주측정거부),감식자료,0,0,0,0,0
도로교통법(음주측정거부),변사체,0,0,0,0,0
도로교통법(음주측정거부),범죄수법,0,0,0,0,0
도로교통법(음주측정거부),발자국,0,0,0,0,0
도로교통법(음주측정거부),검사지휘,1,1,0,0,3
도로교통법(음주측정거부),타기관에서 이송,0,1,1,0,0
도로교통법(음주측정거부),범행도구등 발견,0,0,0,0,0
도로교통법(음주측정거부),장물,0,0,0,0,0
도로교통법(음주측정거부),전과조회,0,0,0,0,0
도로교통법(음주측정거부),기타,276,279,333,375,394
도로법,현행범,34,45,39,128,125
도로법,피해자신고,18,19,9,12,7
도로법,고소,20,18,17,21,24
도로법,고발,1543,1659,1553,1345,1395
도로법,자수,2,0,1,0,0
도로법,민간체포,0,0,0,0,0
도로법,진정투서,26,18,14,12,23
도로법,타인신고,160,136,165,127,130
도로법,신문,1,0,0,1,1
도로법,불심검문,8,21,8,16,4
도로법,탐문정보,11,9,9,4,8
도로법,안면식별,0,0,0,0,0
도로법,감식자료,0,0,0,0,0
도로법,변사체,0,0,0,0,0
도로법,범죄수법,0,0,0,0,0
도로법,발자국,0,0,0,0,0
도로법,검사지휘,2,0,1,1,1
도로법,타기관에서 이송,1,1,1,4,1
도로법,범행도구등 발견,0,0,0,0,0
도로법,장물,0,0,0,0,0
도로법,전과조회,0,0,0,0,0
도로법,기타,183,213,190,411,347
도시및주거환경정비법,현행범,0,0,0,0,0
도시및주거환경정비법,피해자신고,0,1,0,1,6
도시및주거환경정비법,고소,236,188,240,288,245
도시및주거환경정비법,고발,83,98,103,118,125
도시및주거환경정비법,자수,0,0,0,0,1
도시및주거환경정비법,민간체포,0,0,0,0,0
도시및주거환경정비법,진정투서,6,7,9,7,11
도시및주거환경정비법,타인신고,2,0,0,4,3
도시및주거환경정비법,신문,0,0,0,0,0
도시및주거환경정비법,불심검문,0,0,0,0,0
도시및주거환경정비법,탐문정보,3,4,16,12,7
도시및주거환경정비법,안면식별,0,0,0,0,0
도시및주거환경정비법,감식자료,0,0,0,0,0
도시및주거환경정비법,변사체,0,0,0,0,0
도시및주거환경정비법,범죄수법,0,0,0,0,0
도시및주거환경정비법,발자국,0,0,0,0,0
도시및주거환경정비법,검사지휘,3,4,2,4,5
도시및주거환경정비법,타기관에서 이송,0,0,0,0,0
도시및주거환경정비법,범행도구등 발견,0,0,0,0,0
도시및주거환경정비법,장물,0,0,0,0,0
도시및주거환경정비법,전과조회,0,0,0,0,0
도시및주거환경정비법,기타,22,30,28,37,29
독점규제및공정거래에관한법률,현행범,0,0,0,0,0
독점규제및공정거래에관한법률,피해자신고,0,0,0,0,0
독점규제및공정거래에관한법률,고소,3,1,3,1,1
독점규제및공정거래에관한법률,고발,1,4,3,3,1
독점규제및공정거래에관한법률,자수,0,1,0,0,0
독점규제및공정거래에관한법률,민간체포,0,0,0,0,0
독점규제및공정거래에관한법률,진정투서,0,0,0,0,1
독점규제및공정거래에관한법률,타인신고,0,0,0,0,0
독점규제및공정거래에관한법률,신문,0,0,0,0,0
독점규제및공정거래에관한법률,불심검문,0,0,0,0,0
독점규제및공정거래에관한법률,탐문정보,1,0,1,0,2
독점규제및공정거래에관한법률,안면식별,0,0,0,0,0
독점규제및공정거래에관한법률,감식자료,0,0,0,0,0
독점규제및공정거래에관한법률,변사체,0,0,0,0,0
독점규제및공정거래에관한법률,범죄수법,0,0,0,0,0
독점규제및공정거래에관한법률,발자국,0,0,0,0,0
독점규제및공정거래에관한법률,검사지휘,0,0,0,0,2
독점규제및공정거래에관한법률,타기관에서 이송,0,0,0,0,0
독점규제및공정거래에관한법률,범행도구등 발견,0,0,0,0,0
독점규제및공정거래에관한법률,장물,0,0,0,0,0
독점규제및공정거래에관한법률,전과조회,0,0,0,0,0
독점규제및공정거래에관한법률,기타,13,27,53,29,25
디자인보호법,현행범,0,0,0,0,0
디자인보호법,피해자신고,0,1,4,1,1
디자인보호법,고소,143,160,170,229,313
디자인보호법,고발,0,0,2,4,3
디자인보호법,자수,0,0,0,0,0
디자인보호법,민간체포,0,0,0,0,0
디자인보호법,진정투서,0,0,1,1,0
디자인보호법,타인신고,0,0,1,0,0
디자인보호법,신문,0,0,0,0,0
디자인보호법,불심검문,0,0,0,0,0
디자인보호법,탐문정보,0,0,0,0,2
디자인보호법,안면식별,0,0,0,0,0
디자인보호법,감식자료,0,0,0,0,0
디자인보호법,변사체,0,0,0,0,0
디자인보호법,범죄수법,0,0,0,0,0
디자인보호법,발자국,0,0,0,0,0
디자인보호법,검사지휘,1,0,0,3,3
디자인보호법,타기관에서 이송,0,0,0,0,0
디자인보호법,범행도구등 발견,0,0,0,0,0
디자인보호법,장물,0,0,0,0,0
디자인보호법,전과조회,0,0,0,0,0
디자인보호법,기타,7,8,21,31,47
마약류관리에관한법률(대마),현행범,33,26,32,71,52
마약류관리에관한법률(대마),피해자신고,9,6,8,8,16
마약류관리에관한법률(대마),고소,0,1,0,0,3
마약류관리에관한법률(대마),고발,4,0,8,4,7
마약류관리에관한법률(대마),자수,23,28,20,49,37
마약류관리에관한법률(대마),민간체포,0,0,0,0,0
마약류관리에관한법률(대마),진정투서,1,9,3,3,11
마약류관리에관한법률(대마),타인신고,68,68,73,98,108
마약류관리에관한법률(대마),신문,1,0,1,2,0
마약류관리에관한법률(대마),불심검문,3,1,12,6,7
마약류관리에관한법률(대마),탐문정보,375,374,278,494,473
마약류관리에관한법률(대마),안면식별,0,0,0,1,0
마약류관리에관한법률(대마),감식자료,2,3,6,7,2
마약류관리에관한법률(대마),변사체,0,0,0,0,0
마약류관리에관한법률(대마),범죄수법,0,1,1,0,0
마약류관리에관한법률(대마),발자국,0,0,0,0,0
마약류관리에관한법률(대마),검사지휘,0,3,2,2,8
마약류관리에관한법률(대마),타기관에서 이송,2,0,2,9,8
마약류관리에관한법률(대마),범행도구등 발견,0,1,3,4,2
마약류관리에관한법률(대마),장물,0,0,0,0,0
마약류관리에관한법률(대마),전과조회,0,0,0,0,1
마약류관리에관한법률(대마),기타,285,537,454,730,937
마약류관리에관한법률(마약),현행범,11,7,2,8,21
마약류관리에관한법률(마약),피해자신고,13,13,7,14,15
마약류관리에관한법률(마약),고소,0,2,3,4,2
마약류관리에관한법률(마약),고발,23,21,27,48,48
마약류관리에관한법률(마약),자수,4,8,7,5,8
마약류관리에관한법률(마약),민간체포,0,0,0,0,0
마약류관리에관한법률(마약),진정투서,1,4,1,4,7
마약류관리에관한법률(마약),타인신고,53,74,84,80,95
마약류관리에관한법률(마약),신문,0,0,0,0,1
마약류관리에관한법률(마약),불심검문,42,75,93,131,145
마약류관리에관한법률(마약),탐문정보,615,657,646,678,875
마약류관리에관한법률(마약),안면식별,0,0,0,0,0
마약류관리에관한법률(마약),감식자료,3,4,1,1,1
마약류관리에관한법률(마약),변사체,0,0,2,2,0
마약류관리에관한법률(마약),범죄수법,0,0,0,0,0
마약류관리에관한법률(마약),발자국,0,0,0,0,0
마약류관리에관한법률(마약),검사지휘,2,1,0,0,0
마약류관리에관한법률(마약),타기관에서 이송,0,1,0,1,1
마약류관리에관한법률(마약),범행도구등 발견,2,14,7,6,6
마약류관리에관한법률(마약),장물,0,0,0,0,0
마약류관리에관한법률(마약),전과조회,0,0,1,0,0
마약류관리에관한법률(마약),기타,444,406,384,430,642
마약류관리에관한법률(향정),현행범,310,338,183,134,181
마약류관리에관한법률(향정),피해자신고,70,56,61,94,87
마약류관리에관한법률(향정),고소,6,17,10,16,17
마약류관리에관한법률(향정),고발,83,75,61,67,169
마약류관리에관한법률(향정),자수,262,225,258,295,344
마약류관리에관한법률(향정),민간체포,2,1,0,0,1
마약류관리에관한법률(향정),진정투서,4,16,20,18,61
마약류관리에관한법률(향정),타인신고,390,543,438,464,452
마약류관리에관한법률(향정),신문,11,6,8,13,4
마약류관리에관한법률(향정),불심검문,33,26,16,12,22
마약류관리에관한법률(향정),탐문정보,2715,2839,1842,2373,2159
마약류관리에관한법률(향정),안면식별,4,1,1,1,1
마약류관리에관한법률(향정),감식자료,17,11,11,14,20
마약류관리에관한법률(향정),변사체,0,30,4,3,6
마약류관리에관한법률(향정),범죄수법,0,3,8,3,4
마약류관리에관한법률(향정),발자국,0,0,0,0,0
마약류관리에관한법률(향정),검사지휘,19,10,9,16,12
마약류관리에관한법률(향정),타기관에서 이송,18,11,17,13,21
마약류관리에관한법률(향정),범행도구등 발견,15,8,13,9,16
마약류관리에관한법률(향정),장물,0,0,0,0,0
마약류관리에관한법률(향정),전과조회,2,5,1,3,0
마약류관리에관한법률(향정),기타,2453,2289,2295,2348,2937
물환경보전법,현행범,26,18,22,18,21
물환경보전법,피해자신고,0,0,272,2,1
물환경보전법,고소,6,2,1,0,5
물환경보전법,고발,342,395,318,329,276
물환경보전법,자수,0,2,0,0,3
물환경보전법,민간체포,0,0,0,0,0
물환경보전법,진정투서,8,4,6,3,4
물환경보전법,타인신고,44,36,35,17,25
물환경보전법,신문,3,4,0,0,0
물환경보전법,불심검문,6,905,2,3,2
물환경보전법,탐문정보,45,14,791,9,8
물환경보전법,안면식별,0,0,0,0,0
물환경보전법,감식자료,0,0,0,0,0
물환경보전법,변사체,0,0,0,0,0
물환경보전법,범죄수법,0,0,0,0,0
물환경보전법,발자국,0,0,0,0,0
물환경보전법,검사지휘,3,0,0,1,1
물환경보전법,타기관에서 이송,0,0,2,1,0
물환경보전법,범행도구등 발견,0,0,0,0,0
물환경보전법,장물,0,0,0,0,0
물환경보전법,전과조회,0,0,0,0,0
물환경보전법,기타,450,454,397,395,311
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,현행범,131,27,46,28,40
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,피해자신고,0,0,0,0,0
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,고소,0,0,0,0,0
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,고발,0,0,0,0,0
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,자수,0,0,0,0,0
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,민간체포,0,0,0,0,0
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,진정투서,0,0,0,0,0
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,타인신고,0,2,0,0,1
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,신문,0,0,0,0,0
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,불심검문,179,128,112,102,22
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,탐문정보,1,0,0,0,1
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,안면식별,0,0,0,0,0
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,감식자료,0,0,0,0,0
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,변사체,0,0,0,0,0
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,범죄수법,0,0,0,0,0
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,발자국,0,0,0,0,0
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,검사지휘,0,0,0,0,0
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,타기관에서 이송,0,0,0,0,0
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,범행도구등 발견,1,0,0,0,0
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,장물,0,0,0,0,0
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,전과조회,0,0,0,0,0
배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,기타,46,129,33,19,15
범죄수익은닉의규제및처벌등에관한법률,현행범,2,2,2,2,0
범죄수익은닉의규제및처벌등에관한법률,피해자신고,0,1,1,0,2
범죄수익은닉의규제및처벌등에관한법률,고소,6,12,16,11,16
범죄수익은닉의규제및처벌등에관한법률,고발,1,7,10,5,5
범죄수익은닉의규제및처벌등에관한법률,자수,0,0,0,0,0
범죄수익은닉의규제및처벌등에관한법률,민간체포,0,0,0,0,0
범죄수익은닉의규제및처벌등에관한법률,진정투서,2,1,1,0,1
범죄수익은닉의규제및처벌등에관한법률,타인신고,0,1,1,1,0
범죄수익은닉의규제및처벌등에관한법률,신문,2,3,2,1,1
범죄수익은닉의규제및처벌등에관한법률,불심검문,0,0,0,0,0
범죄수익은닉의규제및처벌등에관한법률,탐문정보,19,9,9,6,8
범죄수익은닉의규제및처벌등에관한법률,안면식별,0,0,0,0,0
범죄수익은닉의규제및처벌등에관한법률,감식자료,0,0,0,0,0
범죄수익은닉의규제및처벌등에관한법률,변사체,0,0,0,0,0
범죄수익은닉의규제및처벌등에관한법률,범죄수법,1,0,0,0,0
범죄수익은닉의규제및처벌등에관한법률,발자국,0,0,0,0,0
범죄수익은닉의규제및처벌등에관한법률,검사지휘,3,0,3,6,0
범죄수익은닉의규제및처벌등에관한법률,타기관에서 이송,1,0,0,1,0
범죄수익은닉의규제및처벌등에관한법률,범행도구등 발견,0,0,0,0,0
범죄수익은닉의규제및처벌등에관한법률,장물,0,0,0,0,0
범죄수익은닉의규제및처벌등에관한법률,전과조회,0,0,0,0,0
범죄수익은닉의규제및처벌등에관한법률,기타,190,209,284,268,246
변호사법,현행범,0,1,0,1,0
변호사법,피해자신고,4,6,4,3,7
변호사법,고소,235,197,205,185,168
변호사법,고발,42,21,45,35,40
변호사법,자수,0,1,1,1,0
변호사법,민간체포,0,0,0,0,0
변호사법,진정투서,8,5,9,5,2
변호사법,타인신고,0,5,2,4,0
변호사법,신문,1,4,0,1,2
변호사법,불심검문,1,1,0,0,0
변호사법,탐문정보,63,58,50,25,22
변호사법,안면식별,0,0,0,0,0
변호사법,감식자료,0,0,0,0,0
변호사법,변사체,0,0,0,0,0
변호사법,범죄수법,0,1,0,0,0
변호사법,발자국,0,0,0,0,0
변호사법,검사지휘,12,3,5,7,6
변호사법,타기관에서 이송,0,0,1,0,0
변호사법,범행도구등 발견,0,0,1,0,0
변호사법,장물,0,0,0,0,0
변호사법,전과조회,0,0,0,0,0
변호사법,기타,386,450,281,202,112
병역법,현행범,3,1,3,0,0
병역법,피해자신고,8,5,5,2,1
병역법,고소,62,62,74,69,23
병역법,고발,5642,6602,6136,5611,1354
병역법,자수,1,2,12,2,1
병역법,민간체포,0,0,0,0,0
병역법,진정투서,2,1,7,2,3
병역법,타인신고,2,14,10,6,5
병역법,신문,1,2,1,0,0
병역법,불심검문,7,5,3,4,1
병역법,탐문정보,17,13,24,10,11
병역법,안면식별,0,0,0,0,0
병역법,감식자료,0,1,0,0,0
병역법,변사체,1,0,0,0,0
병역법,범죄수법,0,0,0,0,0
병역법,발자국,0,0,0,0,0
병역법,검사지휘,3,5,3,1,3
병역법,타기관에서 이송,4,2,3,3,1
병역법,범행도구등 발견,0,0,0,0,0
병역법,장물,0,0,0,0,0
병역법,전과조회,2,0,1,1,0
병역법,기타,134,131,132,165,84
보조금관리에관한법률,현행범,0,0,0,0,1
보조금관리에관한법률,피해자신고,2,4,1,5,6
보조금관리에관한법률,고소,12,13,15,18,30
보조금관리에관한법률,고발,88,62,80,77,110
보조금관리에관한법률,자수,0,1,0,0,2
보조금관리에관한법률,민간체포,0,0,1,0,0
보조금관리에관한법률,진정투서,40,34,39,75,93
보조금관리에관한법률,타인신고,5,8,8,19,23
보조금관리에관한법률,신문,0,0,0,0,0
보조금관리에관한법률,불심검문,1,0,0,0,0
보조금관리에관한법률,탐문정보,174,370,75,385,186
보조금관리에관한법률,안면식별,0,0,0,0,0
보조금관리에관한법률,감식자료,0,0,0,0,0
보조금관리에관한법률,변사체,0,0,0,0,0
보조금관리에관한법률,범죄수법,0,0,0,0,1
보조금관리에관한법률,발자국,0,0,0,0,0
보조금관리에관한법률,검사지휘,0,5,3,3,2
보조금관리에관한법률,타기관에서 이송,9,6,11,30,26
보조금관리에관한법률,범행도구등 발견,0,0,0,0,0
보조금관리에관한법률,장물,0,0,0,0,0
보조금관리에관한법률,전과조회,0,0,0,0,0
보조금관리에관한법률,기타,187,187,116,519,554
부동산실권리자명의등기에관한법률,현행범,1,0,0,1,0
부동산실권리자명의등기에관한법률,피해자신고,3,1,0,0,1
부동산실권리자명의등기에관한법률,고소,71,63,65,60,67
부동산실권리자명의등기에관한법률,고발,237,226,227,180,236
부동산실권리자명의등기에관한법률,자수,0,0,0,1,0
부동산실권리자명의등기에관한법률,민간체포,0,0,0,0,0
부동산실권리자명의등기에관한법률,진정투서,13,10,12,15,17
부동산실권리자명의등기에관한법률,타인신고,2,4,1,1,2
부동산실권리자명의등기에관한법률,신문,2,1,1,0,0
부동산실권리자명의등기에관한법률,불심검문,1,0,0,0,0
부동산실권리자명의등기에관한법률,탐문정보,8,12,1,5,3
부동산실권리자명의등기에관한법률,안면식별,0,0,0,0,0
부동산실권리자명의등기에관한법률,감식자료,0,0,0,0,0
부동산실권리자명의등기에관한법률,변사체,0,0,0,0,0
부동산실권리자명의등기에관한법률,범죄수법,0,0,0,0,0
부동산실권리자명의등기에관한법률,발자국,0,0,0,0,0
부동산실권리자명의등기에관한법률,검사지휘,2,2,4,0,5
부동산실권리자명의등기에관한법률,타기관에서 이송,0,0,1,0,1
부동산실권리자명의등기에관한법률,범행도구등 발견,0,0,0,0,0
부동산실권리자명의등기에관한법률,장물,0,0,0,0,0
부동산실권리자명의등기에관한법률,전과조회,0,0,0,0,0
부동산실권리자명의등기에관한법률,기타,86,80,121,96,77
부정경쟁방지및영업비밀보호에관한법률,현행범,1,1,0,0,5
부정경쟁방지및영업비밀보호에관한법률,피해자신고,18,18,15,7,11
부정경쟁방지및영업비밀보호에관한법률,고소,352,263,391,367,414
부정경쟁방지및영업비밀보호에관한법률,고발,6,8,5,7,3
부정경쟁방지및영업비밀보호에관한법률,자수,0,0,0,0,0
부정경쟁방지및영업비밀보호에관한법률,민간체포,0,0,0,0,0
부정경쟁방지및영업비밀보호에관한법률,진정투서,23,34,30,22,25
부정경쟁방지및영업비밀보호에관한법률,타인신고,2,2,4,4,2
부정경쟁방지및영업비밀보호에관한법률,신문,0,0,0,0,0
부정경쟁방지및영업비밀보호에관한법률,불심검문,0,0,0,0,0
부정경쟁방지및영업비밀보호에관한법률,탐문정보,24,19,29,20,13
부정경쟁방지및영업비밀보호에관한법률,안면식별,0,0,0,0,0
부정경쟁방지및영업비밀보호에관한법률,감식자료,0,0,0,0,0
부정경쟁방지및영업비밀보호에관한법률,변사체,0,0,0,0,0
부정경쟁방지및영업비밀보호에관한법률,범죄수법,0,0,0,0,0
부정경쟁방지및영업비밀보호에관한법률,발자국,0,0,0,0,0
부정경쟁방지및영업비밀보호에관한법률,검사지휘,5,2,8,2,11
부정경쟁방지및영업비밀보호에관한법률,타기관에서 이송,0,0,0,2,0
부정경쟁방지및영업비밀보호에관한법률,범행도구등 발견,0,0,0,0,0
부정경쟁방지및영업비밀보호에관한법률,장물,0,0,0,0,0
부정경쟁방지및영업비밀보호에관한법률,전과조회,0,0,0,0,0
부정경쟁방지및영업비밀보호에관한법률,기타,73,54,58,56,108
부정수표단속법,현행범,0,1,2,0,0
부정수표단속법,피해자신고,4,4,3,21,2
부정수표단속법,고소,47,40,32,26,21
부정수표단속법,고발,1503,1249,1184,925,510
부정수표단속법,자수,1,0,2,1,0
부정수표단속법,민간체포,0,0,0,1,0
부정수표단속법,진정투서,0,0,1,1,1
부정수표단속법,타인신고,2,3,2,7,5
부정수표단속법,신문,0,0,0,0,1
부정수표단속법,불심검문,1,0,0,0,0
부정수표단속법,탐문정보,5,1,1,5,0
부정수표단속법,안면식별,0,0,0,0,0
부정수표단속법,감식자료,0,1,0,0,0
부정수표단속법,변사체,0,0,0,0,0
부정수표단속법,범죄수법,0,0,0,0,0
부정수표단속법,발자국,0,0,0,0,0
부정수표단속법,검사지휘,2,0,2,1,2
부정수표단속법,타기관에서 이송,0,0,0,0,0
부정수표단속법,범행도구등 발견,0,0,0,0,0
부정수표단속법,장물,0,0,0,0,0
부정수표단속법,전과조회,0,0,0,0,0
부정수표단속법,기타,44,40,50,44,33
사행행위등규제및처벌특례법,현행범,38,30,23,23,17
사행행위등규제및처벌특례법,피해자신고,6,3,2,3,2
사행행위등규제및처벌특례법,고소,1,1,1,2,2
사행행위등규제및처벌특례법,고발,1,0,2,0,5
사행행위등규제및처벌특례법,자수,2,1,0,0,0
사행행위등규제및처벌특례법,민간체포,0,0,0,0,0
사행행위등규제및처벌특례법,진정투서,1,2,2,4,1
사행행위등규제및처벌특례법,타인신고,374,203,151,128,103
사행행위등규제및처벌특례법,신문,1,1,0,0,0
사행행위등규제및처벌특례법,불심검문,26,6,3,6,4
사행행위등규제및처벌특례법,탐문정보,95,57,32,34,42
사행행위등규제및처벌특례법,안면식별,0,0,0,0,0
사행행위등규제및처벌특례법,감식자료,0,0,0,0,0
사행행위등규제및처벌특례법,변사체,0,0,0,0,0
사행행위등규제및처벌특례법,범죄수법,0,0,0,0,1
사행행위등규제및처벌특례법,발자국,0,0,0,0,0
사행행위등규제및처벌특례법,검사지휘,1,0,0,0,0
사행행위등규제및처벌특례법,타기관에서 이송,2,0,0,0,1
사행행위등규제및처벌특례법,범행도구등 발견,0,1,1,0,0
사행행위등규제및처벌특례법,장물,0,0,0,0,0
사행행위등규제및처벌특례법,전과조회,0,0,0,0,0
사행행위등규제및처벌특례법,기타,232,125,84,55,74
산림자원의조성및관리에관한법률,현행범,52,70,44,48,38
산림자원의조성및관리에관한법률,피해자신고,59,48,70,49,62
산림자원의조성및관리에관한법률,고소,38,22,21,29,31
산림자원의조성및관리에관한법률,고발,111,69,82,71,78
산림자원의조성및관리에관한법률,자수,7,10,7,5,5
산림자원의조성및관리에관한법률,민간체포,0,2,0,1,0
산림자원의조성및관리에관한법률,진정투서,4,8,10,6,13
산림자원의조성및관리에관한법률,타인신고,119,125,104,98,128
산림자원의조성및관리에관한법률,신문,7,12,6,10,3
산림자원의조성및관리에관한법률,불심검문,2,6,1,1,0
산림자원의조성및관리에관한법률,탐문정보,16,27,17,17,11
산림자원의조성및관리에관한법률,안면식별,0,0,0,0,0
산림자원의조성및관리에관한법률,감식자료,0,0,1,0,0
산림자원의조성및관리에관한법률,변사체,0,0,0,0,0
산림자원의조성및관리에관한법률,범죄수법,0,0,0,0,0
산림자원의조성및관리에관한법률,발자국,0,0,0,0,0
산림자원의조성및관리에관한법률,검사지휘,1,1,1,0,4
산림자원의조성및관리에관한법률,타기관에서 이송,4,2,2,2,5
산림자원의조성및관리에관한법률,범행도구등 발견,0,0,0,0,0
산림자원의조성및관리에관한법률,장물,0,0,0,0,0
산림자원의조성및관리에관한법률,전과조회,0,0,0,0,0
산림자원의조성및관리에관한법률,기타,438,416,299,412,423
산업안전보건법,현행범,185,187,204,210,142
산업안전보건법,피해자신고,13,21,33,11,19
산업안전보건법,고소,79,124,37,40,55
산업안전보건법,고발,85,144,233,213,290
